index,value
1720,0.8359375
1721,0.90625
1722,0.85546875
1723,0.84765625
1724,1.2734375
1725,0.8359375
1726,0.953125
1727,0.85546875
1728,0.828125
1729,0.828125
1730,0.8984375
1731,0.875
1732,0.86328125
1733,0.9296875
1734,0.828125
1735,0.921875
1736,0.87109375
1737,1.03125
1738,0.8515625
1739,0.96484375
1740,0.84375
1741,0.93359375
1742,0.9609375
1743,0.87890625
1744,0.859375
1745,0.9140625
1746,0.890625
1747,0.8359375
1748,0.85546875
1749,0.828125
1750,0.953125
1751,0.86328125
1752,0.90234375
1753,0.8828125
1754,0.8828125
1755,0.84375
1756,0.859375
1757,0.86328125
1758,0.84375
1759,0.84375
1760,0.83984375
1761,0.8671875
1762,0.8359375
1763,1.0078125
1764,0.86328125
1765,0.86328125
1766,0.859375
1767,0.94921875
1768,0.90234375
1769,0.875
1770,0.83984375
1771,0.87890625
1772,0.84765625
1773,0.8515625
1774,0.875
1775,0.86328125
1776,0.85546875
1777,0.83203125
1778,0.859375
1779,0.875
1780,1.0
1781,0.96875
1782,0.96875
1783,0.80078125
1784,0.96875
1785,0.8671875
1786,0.8359375
1787,0.87109375
1788,0.88671875
1789,0.87890625
1790,1.3046875
1791,0.83203125
1792,0.87890625
1793,0.87890625
1794,0.83984375
1795,0.86328125
1796,0.85546875
1797,0.92578125
1798,0.83984375
1799,0.875
1800,1.171875
1801,0.8828125
1802,0.9296875
1803,0.81640625
1804,0.84375
1805,0.859375
1806,0.96875
1807,0.85546875
1808,0.8515625
1809,0.83984375
1810,0.828125
1811,1.3515625
1812,0.8359375
1813,0.84375
1814,0.8125
1815,0.84375
1816,0.88671875
1817,1.28125
1818,0.84765625
1819,0.859375
1820,0.92578125
1821,0.85546875
1822,0.921875
1823,0.85546875
1824,0.87109375
1825,0.8515625
1826,0.88671875
1827,1.34375
1828,0.83984375
1829,0.88671875
1830,1.0546875
1831,0.8515625
1832,0.92578125
1833,1.0546875
1834,0.8671875
1835,0.82421875
1836,0.84765625
1837,1.03125
1838,0.86328125
1839,0.9140625
1840,0.890625
1841,0.82421875
1842,1.2578125
1843,0.83984375
1844,0.90234375
1845,0.9609375
1846,0.83984375
1847,0.87109375
1848,0.81640625
1849,0.8515625
1850,0.9453125
1851,0.85546875
1852,0.8671875
1853,0.8671875
1854,0.828125
1855,0.85546875
1856,0.8359375
1857,0.8359375
1858,0.859375
1859,0.84765625
1860,0.8984375
1861,0.890625
1862,0.89453125
1863,0.953125
1864,0.828125
1865,0.875
1866,0.89453125
1867,0.94140625
1868,0.88671875
1869,1.4453125
1870,0.90234375
1871,0.83203125
1872,0.91796875
1873,0.9140625
1874,0.83203125
1875,0.95703125
1876,0.83984375
1877,0.859375
1878,0.8359375
1879,0.8671875
1880,0.82421875
1881,0.9140625
1882,0.9453125
1883,0.87109375
1884,0.8515625
1885,0.9140625
1886,0.81640625
1887,0.87890625
1888,0.86328125
1889,0.9609375
1890,1.28125
1891,0.8828125
1892,0.85546875
1893,0.875
1894,0.8359375
1895,0.859375
1896,0.875
1897,0.86328125
1898,0.85546875
1899,0.8515625
1900,0.83984375
1901,0.859375
1902,0.87109375
1903,0.84375
1904,0.8125
1905,0.796875
1906,0.87109375
1907,0.921875
1908,0.859375
1909,0.86328125
1910,0.8515625
1911,0.8515625
1912,0.94921875
1913,1.0234375
1914,0.85546875
1915,0.9453125
1916,0.97265625
1917,0.85546875
1918,0.80859375
1919,0.890625
1920,0.85546875
1921,0.8984375
1922,0.84375
1923,1.0390625
1924,0.84765625
1925,0.828125
1926,1.2890625
1927,0.8828125
1928,0.828125
1929,0.97265625
1930,0.859375
1931,0.8359375
1932,0.875
1933,0.859375
1934,0.90234375
1935,0.82421875
1936,1.21875
1937,0.84765625
1938,0.921875
1939,0.828125
1940,0.8515625
1941,0.8125
1942,0.84375
1943,0.8359375
1944,0.8671875
1945,0.83203125
1946,0.890625
1947,0.8359375
1948,0.8515625
1949,0.83984375
1950,0.8671875
1951,0.890625
1952,0.8515625
1953,0.84375
1954,0.90625
1955,0.890625
1956,0.91015625
1957,0.9140625
1958,0.859375
1959,0.921875
1960,0.84765625
1961,0.8671875
1962,0.89453125
1963,0.83984375
1964,0.87109375
1965,0.83203125
1966,0.8515625
1967,0.88671875
1968,0.859375
1969,0.875
1970,0.90234375
1971,0.85546875
1972,0.8515625
1973,0.890625
1974,0.8515625
1975,0.84765625
1976,0.8359375
1977,0.94921875
1978,0.98828125
1979,0.85546875
1980,0.88671875
1981,1.34375
1982,0.84375
1983,0.85546875
1984,0.89453125
1985,0.859375
1986,0.921875
1987,0.8359375
1988,0.8515625
1989,0.8828125
1990,0.8671875
1991,0.8671875
1992,0.87109375
1993,0.8515625
1994,0.890625
1995,0.8359375
1996,1.046875
1997,0.8515625
1998,0.88671875
1999,0.83203125
2000,0.86328125
2001,0.8515625
2002,0.84375
2003,0.82421875
2004,0.8671875
2005,0.87109375
2006,0.8671875
2007,0.8515625
2008,0.9453125
2009,1.109375
2010,1.3359375
2011,1.25
2012,0.85546875
2013,0.83984375
2014,0.83203125
2015,0.9296875
2016,0.82421875
2017,0.85546875
2018,0.87109375
2019,0.97265625
2020,0.84375
2021,0.93359375
2022,0.85546875
2023,0.86328125
2024,0.8671875
2025,0.83984375
2026,0.91015625
2027,0.84375
2028,0.828125
2029,0.83203125
2030,0.91796875
2031,0.91796875
2032,0.92578125
2033,0.86328125
2034,0.8984375
2035,0.85546875
2036,0.90625
2037,0.921875
2038,1.1875
2039,0.9296875
2040,1.0
2041,0.94921875
2042,0.90234375
2043,0.84375
2044,0.8359375
2045,0.86328125
2046,0.8203125
2047,0.90234375
2048,0.9296875
2049,0.875
2050,0.8671875
2051,0.83203125
2052,0.828125
2053,0.85546875
2054,0.88671875
2055,0.8515625
2056,0.84765625
2057,0.8515625
2058,0.86328125
2059,0.74609375
2060,0.8671875
2061,0.89453125
2062,0.92578125
2063,0.921875
2064,0.890625
2065,0.87109375
2066,0.87109375
2067,0.8671875
2068,0.85546875
2069,0.85546875
2070,0.89453125
2071,0.97265625
2072,0.95703125
2073,1.0234375
2074,0.8359375
2075,0.83984375
2076,0.87890625
2077,0.84765625
2078,0.921875
2079,0.859375
2080,0.87109375
2081,0.9375
2082,0.9140625
2083,0.84765625
2084,0.94921875
2085,0.95703125
2086,0.91796875
2087,0.90625
2088,0.89453125
2089,0.890625
2090,0.92578125
2091,0.82421875
2092,0.890625
2093,0.80859375
2094,0.8671875
2095,0.8359375
2096,0.87109375
2097,0.5078125
2098,0.9453125
2099,0.828125
2100,0.85546875
2101,0.82421875
2102,0.8515625
2103,0.8828125
2104,0.87890625
2105,0.83203125
2106,0.8359375
2107,0.8515625
2108,0.828125
2109,0.83984375
2110,0.94140625
2111,0.9453125
2112,0.82421875
2113,0.84765625
2114,0.88671875
2115,0.85546875
2116,0.86328125
2117,0.88671875
2118,0.82421875
2119,0.8515625
2120,0.84375
2121,0.97265625
2122,0.859375
2123,0.828125
2124,0.8359375
2125,0.8125
2126,0.84765625
2127,0.94140625
2128,0.87890625
2129,0.87109375
2130,0.87890625
2131,0.86328125
2132,0.8515625
2133,0.84375
2134,0.98046875
2135,0.87109375
2136,1.171875
2137,1.0859375
2138,0.83984375
2139,0.87890625
2140,0.84765625
2141,0.8359375
2142,0.88671875
2143,0.8203125
2144,0.8125
2145,0.890625
2146,0.87890625
2147,0.8671875
2148,0.8515625
2149,0.83984375
2150,0.95703125
2151,0.890625
2152,1.0078125
2153,0.9453125
2154,0.8359375
2155,0.875
2156,0.84765625
2157,0.8359375
2158,0.86328125
2159,0.93359375
2160,0.82421875
2161,0.890625
2162,0.84375
2163,0.86328125
2164,0.86328125
2165,0.8359375
2166,0.8828125
2167,0.875
2168,0.83984375
2169,0.875
2170,0.8984375
2171,0.96484375
2172,0.97265625
2173,0.8515625
2174,0.92578125
2175,0.83984375
2176,0.9296875
2177,0.828125
2178,0.84765625
2179,0.83984375
2180,0.94921875
2181,0.85546875
2182,1.484375
2183,1.2109375
2184,0.890625
2185,0.8515625
2186,0.984375
2187,0.875
2188,0.828125
2189,0.953125
2190,0.84765625
2191,0.8046875
2192,0.90625
2193,0.83984375
2194,0.88671875
2195,0.83984375
2196,0.953125
2197,0.85546875
2198,0.890625
2199,0.91796875
2200,0.83984375
2201,0.8671875
2202,0.85546875
2203,0.9140625
2204,1.015625
2205,0.98828125
2206,0.87890625
2207,0.8984375
2208,0.84765625
2209,1.171875
2210,0.90234375
2211,0.89453125
2212,0.8515625
2213,1.234375
2214,0.84765625
2215,0.8125
2216,0.87890625
2217,0.83984375
2218,0.88671875
2219,1.0
2220,0.859375
2221,0.8515625
2222,0.86328125
2223,0.87109375
2224,0.84765625
2225,0.8671875
2226,0.8359375
2227,0.87890625
2228,0.9375
2229,0.8359375
2230,0.8671875
2231,0.82421875
2232,0.89453125
2233,0.875
2234,0.86328125
2235,0.8671875
2236,0.9140625
2237,0.91015625
2238,0.85546875
2239,0.87890625
2240,0.83984375
2241,0.859375
2242,0.90234375
2243,0.953125
2244,0.859375
2245,0.89453125
2246,0.95703125
2247,0.84765625
2248,0.8359375
2249,0.98046875
2250,0.84765625
2251,0.79296875
2252,0.890625
2253,0.94921875
2254,0.953125
2255,0.89453125
2256,0.921875
2257,0.8359375
2258,0.9921875
2259,0.9140625
2260,0.96875
2261,0.87890625
2262,0.84375
2263,0.84765625
2264,0.83203125
2265,1.0078125
2266,0.87109375
2267,0.82421875
2268,0.8671875
2269,0.95703125
2270,0.85546875
2271,0.84375
2272,0.93359375
2273,1.0078125
2274,0.87890625
2275,0.8984375
2276,1.078125
2277,1.2578125
2278,0.8203125
2279,0.84375
2280,0.9375
2281,0.875
2282,0.85546875
2283,0.94921875
2284,0.8828125
2285,0.875
2286,0.8671875
2287,0.92578125
2288,0.87109375
2289,0.85546875
2290,0.86328125
2291,0.8359375
2292,0.98828125
2293,0.9140625
2294,0.9296875
2295,0.84375
2296,0.9140625
2297,0.90234375
2298,0.875
2299,0.83984375
2300,0.8671875
2301,0.8671875
2302,0.94921875
2303,0.80859375
2304,0.8359375
2305,0.84765625
2306,1.2265625
2307,0.98828125
2308,0.86328125
2309,0.95703125
2310,0.90234375
2311,0.79296875
2312,0.8515625
2313,1.2109375
2314,0.97265625
2315,0.9375
2316,0.8828125
2317,0.90625
2318,0.8359375
2319,0.83984375
2320,0.86328125
2321,0.875
2322,0.859375
2323,1.1875
2324,0.86328125
2325,0.8515625
2326,0.8359375
2327,1.015625
2328,0.84765625
2329,0.9296875
2330,0.984375
2331,0.8671875
2332,0.84375
2333,0.859375
2334,0.87109375
2335,0.8359375
2336,0.859375
2337,0.83203125
2338,1.1015625
2339,0.8515625
2340,0.82421875
2341,0.86328125
2342,1.359375
2343,0.92578125
2344,0.85546875
2345,0.8828125
2346,0.86328125
2347,0.87109375
2348,0.85546875
2349,0.859375
2350,0.8515625
2351,0.8359375
2352,0.8671875
2353,0.83984375
2354,0.8359375
2355,0.83203125
2356,0.8828125
2357,0.90234375
2358,0.90234375
2359,0.8671875
2360,0.89453125
2361,0.86328125
2362,0.84375
2363,0.83203125
2364,0.84765625
2365,0.84375
2366,0.83984375
2367,0.8671875
2368,0.86328125
2369,0.84375
2370,0.81640625
2371,1.234375
2372,0.921875
2373,0.90234375
2374,0.828125
2375,0.84765625
2376,0.87109375
2377,0.83984375
2378,0.828125
2379,0.8203125
2380,0.8515625
2381,0.8515625
2382,0.84375
2383,0.90625
2384,0.85546875
2385,0.8359375
2386,0.84765625
2387,0.83984375
2388,0.98828125
2389,0.89453125
2390,0.84765625
2391,0.84765625
2392,0.96484375
2393,0.91015625
2394,0.83984375
2395,0.83203125
2396,0.94921875
2397,1.5
2398,0.890625
2399,0.8359375
2400,0.890625
2401,0.87890625
2402,0.87109375
2403,0.83984375
2404,0.9375
2405,0.859375
2406,1.0390625
2407,0.890625
2408,0.8984375
2409,0.84765625
2410,0.8359375
2411,0.8828125
2412,0.8828125
2413,0.828125
2414,0.80859375
2415,0.83203125
2416,0.875
2417,0.8515625
2418,0.890625
2419,0.8515625
2420,0.8515625
2421,0.875
2422,1.1796875
2423,0.8671875
2424,1.4296875
2425,1.0546875
2426,1.09375
2427,1.0078125
2428,0.84375
2429,0.8359375
2430,0.9453125
2431,0.81640625
2432,0.8671875
2433,0.83984375
2434,0.84765625
2435,0.92578125
2436,0.83984375
2437,0.9296875
2438,0.8515625
2439,0.91015625
2440,0.84765625
2441,0.85546875
2442,0.84765625
2443,0.86328125
2444,0.890625
2445,0.9375
2446,0.85546875
2447,0.84765625
2448,0.8515625
2449,0.86328125
2450,0.84375
2451,0.83203125
2452,0.921875
2453,0.83984375
2454,0.88671875
2455,0.8359375
2456,0.85546875
2457,0.875
2458,0.8515625
2459,0.87109375
2460,0.83984375
2461,0.96875
2462,0.83203125
2463,0.828125
2464,0.84375
2465,0.87890625
2466,0.98828125
2467,0.9921875
2468,0.83984375
2469,0.8359375
2470,0.88671875
2471,0.890625
2472,0.8671875
2473,0.8671875
2474,0.875
2475,0.9765625
2476,1.0546875
2477,0.953125
2478,0.859375
2479,0.84375
2480,0.83203125
2481,0.84375
2482,0.828125
2483,0.94140625
2484,0.84765625
2485,0.8359375
2486,1.0078125
2487,0.828125
2488,0.859375
2489,0.8671875
2490,0.953125
2491,0.89453125
2492,0.8671875
2493,0.828125
2494,0.86328125
2495,0.8515625
2496,0.8671875
2497,0.87890625
2498,1.2109375
2499,0.8671875
2500,0.91796875
2501,0.8984375
2502,0.85546875
2503,0.9375
2504,0.859375
2505,0.83984375
2506,0.84375
2507,0.86328125
2508,0.9609375
2509,1.03125
2510,0.85546875
2511,0.8359375
2512,0.859375
2513,0.875
2514,1.125
2515,0.8984375
2516,1.03125
2517,0.87890625
2518,0.87109375
2519,0.890625
2520,0.85546875
2521,0.84765625
2522,0.92578125
2523,0.91015625
2524,0.90625
2525,0.86328125
2526,0.8984375
2527,1.109375
2528,0.84375
2529,0.88671875
2530,0.859375
2531,1.3046875
2532,0.8671875
2533,1.2578125
2534,0.81640625
2535,0.96875
2536,0.88671875
2537,0.8515625
2538,0.859375
2539,0.9609375
2540,0.9296875
2541,0.86328125
2542,0.93359375
2543,0.953125
2544,0.8515625
2545,0.93359375
2546,0.8671875
2547,0.81640625
2548,0.83203125
2549,0.86328125
2550,0.9453125
2551,0.87109375
2552,0.875
2553,0.83984375
2554,1.0390625
2555,0.83984375
2556,0.8515625
2557,0.96875
2558,0.859375
2559,0.875
2560,0.8671875
2561,0.8515625
2562,0.8828125
2563,0.8671875
2564,0.86328125
2565,0.85546875
2566,0.8984375
2567,0.84765625
2568,1.0390625
2569,0.92578125
2570,1.0234375
2571,0.88671875
2572,0.88671875
2573,0.8984375
2574,0.890625
2575,0.8125
2576,0.86328125
2577,2.15625
2578,0.84765625
2579,0.83984375
2580,0.84375
2581,0.859375
2582,0.83203125
2583,0.8671875
2584,1.0
2585,0.8671875
2586,0.9140625
2587,0.91015625
2588,0.8203125
2589,0.8515625
2590,0.8671875
2591,0.96484375
2592,0.80078125
2593,0.8359375
2594,0.8828125
2595,0.85546875
2596,0.90234375
2597,0.859375
2598,0.8515625
2599,0.8828125
2600,0.86328125
2601,0.8359375
2602,1.0078125
2603,0.83984375
2604,0.83203125
2605,0.85546875
2606,0.9765625
2607,0.859375
2608,0.81640625
2609,0.8515625
2610,0.9609375
2611,0.890625
2612,0.86328125
2613,0.83984375
2614,0.8203125
2615,0.890625
2616,0.91015625
2617,0.8515625
2618,0.94921875
2619,0.86328125
2620,1.234375
2621,0.8515625
2622,0.87890625
2623,0.9453125
2624,0.8515625
2625,0.81640625
2626,0.85546875
2627,0.96875
2628,0.87890625
2629,0.859375
2630,0.84765625
2631,1.6640625
2632,0.859375
2633,0.81640625
2634,0.90625
2635,0.81640625
2636,0.875
2637,0.84375
2638,0.90234375
2639,0.87890625
2640,0.87109375
2641,0.8671875
2642,0.8671875
2643,0.85546875
2644,0.828125
2645,0.8125
2646,1.0
2647,0.85546875
2648,0.87890625
2649,0.83984375
2650,0.83984375
2651,0.88671875
2652,0.9140625
2653,0.85546875
2654,0.90625
2655,0.89453125
2656,0.87890625
2657,0.8515625
2658,0.921875
2659,0.8515625
2660,0.8984375
2661,0.859375
2662,0.84765625
2663,0.9453125
2664,0.84765625
2665,0.87109375
2666,0.98046875
2667,0.87890625
2668,0.86328125
2669,0.85546875
2670,0.90625
2671,0.84375
2672,0.859375
2673,0.87890625
2674,0.875
2675,0.86328125
2676,0.8359375
2677,0.890625
2678,0.8984375
2679,0.83203125
2680,0.83203125
2681,0.92578125
2682,1.1171875
2683,0.859375
2684,0.90234375
2685,0.890625
2686,0.8828125
2687,0.86328125
