index,value
998,0.83203125
999,1.0
1000,0.91796875
1001,1.1875
1002,0.8828125
1003,0.85546875
1004,0.87109375
1005,1.015625
1006,0.82421875
1007,0.8984375
1008,0.859375
1009,1.6796875
1010,0.85546875
1011,0.84375
1012,1.125
1013,0.83984375
1014,0.87109375
1015,0.828125
1016,0.89453125
1017,0.84765625
1018,1.171875
1019,0.8515625
1020,1.0
1021,0.890625
1022,0.96484375
1023,0.87890625
1024,0.87890625
1025,0.859375
1026,0.92578125
1027,0.875
1028,0.8515625
1029,0.89453125
1030,0.9296875
1031,0.95703125
1032,0.875
1033,0.8828125
1034,0.9921875
1035,0.83203125
1036,0.81640625
1037,0.8046875
1038,0.85546875
1039,0.8828125
1040,0.89453125
1041,0.84375
1042,0.921875
1043,0.88671875
1044,0.86328125
1045,0.83984375
1046,0.828125
1047,0.89453125
1048,0.8671875
1049,0.859375
1050,0.8984375
1051,0.83984375
1052,0.828125
1053,0.83203125
1054,0.88671875
1055,0.8671875
1056,0.8359375
1057,0.890625
1058,0.8671875
1059,0.9296875
1060,0.9140625
1061,0.85546875
1062,0.83984375
1063,0.8671875
1064,0.94140625
1065,0.859375
1066,0.8515625
1067,0.9765625
1068,0.9296875
1069,0.92578125
1070,0.8828125
1071,0.86328125
1072,0.84765625
1073,0.8671875
1074,0.8359375
1075,1.046875
1076,0.890625
1077,1.28125
1078,0.875
1079,0.86328125
1080,0.88671875
1081,0.828125
1082,0.859375
1083,0.8515625
1084,0.953125
1085,0.90625
1086,0.95703125
1087,0.85546875
1088,0.87890625
1089,0.89453125
1090,1.140625
1091,0.87890625
1092,0.8515625
1093,0.8671875
1094,0.84375
1095,0.84375
1096,0.8828125
1097,0.84765625
1098,0.92578125
1099,0.81640625
1100,0.87890625
1101,0.86328125
1102,0.85546875
1103,0.8828125
1104,0.84765625
1105,0.8671875
1106,0.828125
1107,0.8125
1108,1.1328125
1109,0.84375
1110,0.8671875
1111,1.09375
1112,0.90234375
1113,0.8671875
1114,0.8359375
1115,1.1171875
1116,0.875
1117,0.828125
1118,0.8125
1119,0.8515625
1120,0.88671875
1121,0.84765625
1122,0.84375
1123,0.84765625
1124,0.8671875
1125,0.9375
1126,0.921875
1127,0.91015625
1128,0.83984375
1129,0.96875
1130,0.93359375
1131,0.94921875
1132,0.83984375
1133,0.8203125
1134,0.8984375
1135,0.80078125
1136,0.84375
1137,0.92578125
1138,1.0703125
1139,0.83203125
1140,1.21875
1141,0.87890625
1142,0.84375
1143,0.89453125
1144,0.83984375
1145,1.015625
1146,0.90625
1147,0.828125
1148,0.83203125
1149,0.859375
1150,0.875
1151,0.90234375
1152,3.8125
1153,0.87109375
1154,0.94921875
1155,0.87109375
1156,0.8359375
1157,0.87890625
1158,0.93359375
1159,1.0390625
1160,0.859375
1161,0.83984375
1162,0.875
1163,0.8515625
1164,1.140625
1165,0.8671875
1166,0.88671875
1167,0.86328125
1168,1.0
1169,0.8203125
1170,0.859375
1171,1.0078125
1172,0.83984375
1173,0.83984375
1174,0.93359375
1175,0.8828125
1176,0.84375
1177,0.85546875
1178,0.80078125
1179,0.859375
1180,0.8125
1181,0.89453125
1182,0.87890625
1183,1.0625
1184,0.83203125
1185,0.84765625
1186,0.84375
1187,0.890625
1188,0.828125
1189,0.99609375
1190,0.875
1191,0.890625
1192,0.8828125
1193,0.8515625
1194,1.0078125
1195,0.84765625
1196,0.8046875
1197,0.875
1198,0.87109375
1199,0.87109375
1200,0.87109375
1201,0.8515625
1202,0.9921875
1203,0.859375
1204,0.8359375
1205,0.83984375
1206,0.98046875
1207,0.87109375
1208,0.828125
1209,0.9375
1210,0.84765625
1211,0.91015625
1212,0.86328125
1213,0.8359375
1214,0.97265625
1215,0.87109375
1216,1.0078125
1217,0.88671875
1218,0.87890625
1219,0.8359375
1220,0.8671875
1221,0.890625
1222,0.8515625
1223,0.88671875
1224,0.8515625
1225,0.8671875
1226,0.8984375
1227,0.8515625
1228,0.84765625
1229,0.8359375
1230,0.8984375
1231,0.8359375
1232,0.94140625
1233,0.9453125
1234,0.9375
1235,0.96875
1236,1.15625
1237,0.8359375
